web-scraper-order,web-scraper-start-url,product_name,price,spec_columns,spec_values
1678103434-4236,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Torque (Motor),
1678103434-4237,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Drive Type,
1678103434-4238,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Battery Type,
1678103434-4239,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Battery Capacity,
1678103434-4240,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Reverse Assist,
1678103434-4241,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Suspension Front,
1678103434-4242,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Suspension Rear,
1678103434-4243,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Brakes Front,
1678103434-4244,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Brakes Rear,
1678103434-4245,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Tyre Size,
1678103434-4246,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Wheel Size,
1678103434-4247,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Wheels Type,
1678103434-4248,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,Tubeless Tyre,
1678103434-4249,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,4300 W
1678103434-4250,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,3000
1678103434-4251,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,"Remote Start,Push Button Start"
1678103434-4252,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Digital
1678103434-4253,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4254,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Digital
1678103434-4255,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Digital
1678103434-4256,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,"Drive Modes - City | Parking | Sports | Reverse, Motor cut-off switch"
1678103434-4257,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Split
1678103434-4258,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4259,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4260,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4261,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Digital
1678103434-4262,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Digital
1678103434-4263,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4264,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4265,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,"Drive Modes - City | Parking | Sports | Reverse, Motor cut-off switch"
1678103434-4266,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4267,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4268,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Electric Bikes
1678103434-4269,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4270,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,740 mm
1678103434-4271,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,2060 mm
1678103434-4272,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,1150 mm
1678103434-4273,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,750 mm
1678103434-4274,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,170 mm
1678103434-4275,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,1410 mm
1678103434-4276,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,150 kg
1678103434-4277,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,170 kg
1678103434-4278,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,LED
1678103434-4279,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,LED
1678103434-4280,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,LED
1678103434-4281,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4282,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,80 kmph
1678103434-4283,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,4300 W
1678103434-4284,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,64 Nm
1678103434-4285,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Hub Motor
1678103434-4286,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Lithium-Ion
1678103434-4287,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,4.32 kWh
1678103434-4288,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Yes
1678103434-4289,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Telescopic
1678103434-4290,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Spring Suspension
1678103434-4291,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Disc
1678103434-4292,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Disc
1678103434-4293,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,"Front :-110/70-17,	Rear :- 140/70-17"
1678103434-4294,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,"Front :-431.8 mm,Rear :-431.8 mm"
1678103434-4295,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Alloy
1678103434-4296,https://www.bikedekho.com/odysse-electric/evoqis/specifications,Odysse Electric Evoqis,Rs.1.71 Lakh*,,Tubeless
1678103437-4297,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Motor Power (w),
1678103437-4298,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Starting,
1678103437-4299,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",USB Charging Port,
1678103437-4300,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Speedometer,
1678103437-4301,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Central Locking,
1678103437-4302,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Additional Features Of Variant,
1678103437-4303,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Seat Type,
1678103437-4304,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Underseat storage,
1678103437-4305,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Charging Point,
1678103437-4306,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Gradeability,
1678103437-4307,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Speedometer,
1678103437-4308,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Pass Switch,
1678103437-4309,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Central Locking,
1678103437-4310,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Additional Features,
1678103437-4311,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Body Type,
1678103437-4312,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Ground Clearance,
1678103437-4313,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Load Carrying Capacity,
1678103437-4314,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Additional Storage,
1678103437-4315,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Headlight,
1678103437-4316,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Tail Light,
1678103437-4317,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Turn Signal Lamp,
1678103437-4318,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Low Battery Indicator,
1678103437-4319,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Top Speed,
1678103437-4320,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Motor Type,
1678103437-4321,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Drive Type,
1678103437-4322,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Battery Type,
1678103437-4323,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Battery Capacity,
1678103437-4324,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Claimed Range,
1678103437-4325,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Suspension Front,
1678103437-4326,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Suspension Rear,
1678103437-4327,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Brakes Front,
1678103437-4328,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Brakes Rear,
1678103437-4329,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Tyre Size,
1678103437-4330,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Wheel Size,
1678103437-4331,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Wheels Type,
1678103437-4332,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",Tubeless Tyre,
1678103437-4333,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,250
1678103437-4334,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,"Remote Start,Push Button Start"
1678103437-4335,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4336,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Digital
1678103437-4337,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4338,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,"DETACHABLE BATTERY,  CHAGRER -10AMP,"
1678103437-4339,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Single
1678103437-4340,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4341,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4342,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,10°
1678103437-4343,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Digital
1678103437-4344,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4345,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4346,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,"DETACHABLE BATTERY,  CHAGRER -10AMP,"
1678103437-4347,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Electric Bikes
1678103437-4348,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,160 mm
1678103437-4349,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,150 kg
1678103437-4350,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4351,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,LED
1678103437-4352,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,LED
1678103437-4353,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,LED
1678103437-4354,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Yes
1678103437-4355,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,45 kmph
1678103437-4356,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,BLDC
1678103437-4357,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Hub Drive
1678103437-4358,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Lithium Ion
1678103437-4359,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,60 V / 28 Ah
1678103437-4360,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,100 km/charge
1678103437-4361,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,TELESCOPIC
1678103437-4362,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,SPRING WITH 3 TIMES ADJUSTABLE
1678103437-4363,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Disc
1678103437-4364,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Disc
1678103437-4365,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,"Front :-100/90 - 10	Rear :-100/90 10"
1678103437-4366,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,"Front :-254 mm,Rear :-254 mm"
1678103437-4367,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,ALLOY
1678103437-4368,https://www.bikedekho.com/kinetic-green/zing/specifications,Kinetic Green Zing,"Rs.71,500 - 84,990*",,Tubeless
1678103440-4369,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Motor Power (w),
1678103440-4370,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Instrument Console,
1678103440-4371,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Bluetooth Connectivity,
1678103440-4372,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Navigation,
1678103440-4373,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,USB Charging Port,
1678103440-4374,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Speedometer,
1678103440-4375,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Tripmeter,
1678103440-4376,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Odometer,
1678103440-4377,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Additional Features Of Variant,
1678103440-4378,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Seat Type,
1678103440-4379,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Clock,
1678103440-4380,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Underseat storage,
1678103440-4381,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Braking Type,
1678103440-4382,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Gradeability,
1678103440-4383,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Speedometer,
1678103440-4384,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Odometer,
1678103440-4385,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Tripmeter,
1678103440-4386,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Clock,
1678103440-4387,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Additional Features,
1678103440-4388,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Body Type,
1678103440-4389,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Width,
1678103440-4390,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Length,
1678103440-4391,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Height,
1678103440-4392,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Wheelbase,
1678103440-4393,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Kerb Weight,
1678103440-4394,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Load Carrying Capacity,
1678103440-4395,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Additional Storage,
1678103440-4396,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Headlight,
1678103440-4397,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Tail Light,
1678103440-4398,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Turn Signal Lamp,
1678103440-4399,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Low Battery Indicator,
1678103440-4400,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,0-40 Kmph (sec),
1678103440-4401,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Top Speed,
1678103440-4402,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Drive Type,
1678103440-4403,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Battery Type,
1678103440-4404,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Battery Capacity,
1678103440-4405,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Reverse Assist,
1678103440-4406,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Claimed Range,
1678103440-4407,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Suspension Front,
1678103440-4408,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Suspension Rear,
1678103440-4409,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Brakes Front,
1678103440-4410,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Brakes Rear,
1678103440-4411,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Wheel Size,
1678103440-4412,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Wheels Type,
1678103440-4413,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,Tubeless Tyre,
1678103440-4414,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,3400 / 4000
1678103440-4415,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4416,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Bluetooth
1678103440-4417,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Yes
1678103440-4418,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Yes
1678103440-4419,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4420,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4421,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4422,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,"Driving Mode - ECO | CITY | PWR | REVERSE, Side Stand Sensor, Road Side Assistance"
1678103440-4423,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Single
1678103440-4424,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Yes
1678103440-4425,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,22 L
1678103440-4426,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Combi Brake System
1678103440-4427,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,7°
1678103440-4428,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4429,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4430,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Digital
1678103440-4431,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Yes
1678103440-4432,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,"Driving Mode - ECO | CITY | PWR | REVERSE, Side Stand Sensor, Road Side Assistance"
1678103440-4433,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Electric Bikes
1678103440-4434,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,705 mm
1678103440-4435,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,1910 mm
1678103440-4436,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,1133 mm
1678103440-4437,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,1400 mm
1678103440-4438,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,130 kg
1678103440-4439,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,150 kg
1678103440-4440,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,22 L
1678103440-4441,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,LED
1678103440-4442,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Bulb
1678103440-4443,https://www.bikedekho.com/ampere/primus/specifications,Ampere Primus,Rs.1.10 Lakh*,,Bulb
